athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-03913,Agnieszka White,Female,39,1985-03-25,HUN,Hungary,Boxing,Lightweight,Summer,1896,Athens,Individual,Silver,3.04,points,5,6,5,1,0,182,536,1896,5,World Record,Vladimir Alekna,181.7,75.0,-
ATH-03914,Cristina Makarov,Female,24,2000-07-22,ESP,Spain,Boxing,Middleweight,Summer,1908,London,Individual,No Medal,4.965,points,2,1,0,1,0,50,170,1900,18,Olympic Record,Vladimir Alekna,196.4,73.7,-
ATH-03915,Flaviu Dibaba,Male,30,1994-12-06,IND,India,Wrestling,Greco-Roman 130kg,Summer,1906,Athens,Individual,No Medal,8.65,points,5,2,2,0,0,10,35,1900,48,No,Tadashi Suzuki,173.2,90.5,-
ATH-03916,Hasmik Ionescu,Female,28,1996-12-12,BUL,Bulgaria,Ski Jumping,Normal Hill Team,Winter,1992,Albertville,Individual,No Medal,101.716,metres,4,8,6,0,2,54,224,1896,15,No,Béla Károlyi,176.9,67.8,National Record
ATH-03917,Lilit Chikovani,Female,18,2006-09-24,SWE,Sweden,Skeleton,Women's Skeleton,Winter,2018,PyeongChang,Individual,Gold,87.781,seconds,4,6,1,1,4,200,648,1896,4,No,Wei Ping,181.9,97.7,Youngest competitor
ATH-03918,Bohdan Okonkwo,Male,38,1986-09-04,CAN,Canada,Bobsled,4-man M,Winter,2022,Beijing,Team,No Medal,123.227,seconds,4,5,5,0,0,118,381,1900,6,Olympic Record,Hiroshi Hoketsu,179.3,94.2,Disqualified (false start)
ATH-03919,Kipchoge Greco,Male,35,1989-10-11,EGY,Egypt,Basketball,3x3 Women's,Summer,2020,Tokyo,Team,Bronze,34.316,points,2,4,0,1,3,8,28,1912,45,No,Renato Canova,182.6,106.0,-
ATH-03920,Josef Suzuki,Male,17,2007-06-17,AUT,Austria,Weightlifting,67kg,Summer,1908,London,Individual,No Medal,319.654,kg,1,4,2,2,0,59,196,1896,18,No,Lauren Lynde,165.0,84.1,Season Best
ATH-03921,Gantulga Taylor,Male,26,1998-02-02,BLR,Belarus,Figure Skating,Women's Singles,Winter,2014,Sochi,Individual,No Medal,174.652,points,5,1,1,0,0,24,75,1996,33,No,Alberto Salazar,180.8,68.0,Weather-affected
ATH-03922,Diego Wang,Male,29,1995-01-14,GRE,Greece,Taekwondo,-49kg W,Summer,1904,St. Louis,Individual,No Medal,14.971,points,4,1,1,0,0,34,116,1896,10,No,Bao Chünlai,168.8,59.7,-
ATH-03923,Yuna Kato,Female,22,2002-05-03,AUS,Australia,Gymnastics (Artistic),Uneven Bars,Summer,1906,Athens,Individual,No Medal,12.267,points,1,7,2,5,0,170,554,1896,4,No,Jon Drummond,178.5,43.7,Record broken next day
ATH-03924,Liang Dinu,Male,42,1982-02-16,GBR,Great Britain,Ice Hockey,Men's Ice Hockey,Winter,1924,Chamonix,Team,No Medal,10.793,goals,2,8,4,0,4,285,896,1896,2,No,John Smith,183.3,73.3,Comeback after injury
ATH-03925,Ashley Dinu,Female,31,1993-07-24,GER,Germany,Volleyball,Women's Indoor Volleyball,Summer,1900,Paris,Team,No Medal,18.572,points,3,6,5,0,1,275,854,1896,2,No,Tadashi Suzuki,186.3,81.9,First from country
ATH-03926,Enkhjargal Gonzalez,Female,27,1997-10-13,URS,Soviet Union,Biathlon,Sprint M,Winter,2010,Vancouver,Individual,No Medal,3204.241,seconds,3,6,1,4,1,473,1122,1952,1,No,Yury Zakharevich,170.3,94.8,-
ATH-03927,Constantin Robinson,Male,41,1983-12-07,IND,India,Weightlifting,96kg,Summer,2000,Sydney,Individual,Bronze,373.169,kg,2,4,1,0,3,10,35,1900,48,No,Valentin Lalev,164.7,66.2,-
ATH-03928,Christine Rodriguez,Female,30,1994-09-26,TUR,Turkey,Cycling,Keirin,Summer,1920,Antwerp,Individual,No Medal,652.234,seconds,5,0,0,0,0,40,99,1908,22,No,Bao Chünlai,187.3,55.5,Photo-finish silver
ATH-03929,Lilit Smith,Female,20,2004-10-15,GER,Germany,Rowing,Single Sculls W,Summer,1920,Antwerp,Individual,No Medal,475.484,seconds,1,6,2,2,2,275,854,1896,2,No,Wei Ping,192.9,95.4,-
ATH-03930,Nataliya Zhao,Female,27,1997-01-02,USA,United States,Wrestling,Freestyle 125kg,Summer,1908,London,Individual,No Medal,8.351,points,3,8,6,0,2,1061,2638,1896,1,No,Tadashi Suzuki,194.6,77.5,Record broken next day
ATH-03931,Giulia Ferrari,Female,17,2007-04-25,DEN,Denmark,Boxing,Super Heavyweight,Summer,1996,Atlanta,Individual,No Medal,1.579,points,2,2,1,0,1,66,260,1896,10,No,Alberto Salazar,188.4,63.1,Technical violation
ATH-03932,Nesta Kovalenko,Male,34,1990-10-17,BRA,Brazil,Cycling,BMX Freestyle,Summer,2020,Tokyo,Individual,Gold,4764.144,seconds,1,4,1,0,3,37,152,1920,20,No,Anna Tarkhanova,178.7,58.2,Comeback after injury
ATH-03933,Ashley Weber,Female,15,2009-11-09,CRO,Croatia,Swimming,4x100m Medley Relay,Summer,1996,Atlanta,Individual,No Medal,757.705,seconds,4,7,1,6,0,12,50,1992,38,No,Renato Canova,186.7,74.2,-
ATH-03934,Naoto Kato,Male,16,2008-01-20,AUS,Australia,Basketball,Men's Basketball,Summer,2016,Rio de Janeiro,Team,Silver,27.959,points,4,9,2,1,6,170,554,1896,4,No,Andrei Socaci,195.0,122.8,-
ATH-03935,Sota Tediashvili,Male,41,1983-11-08,NGR,Nigeria,Triathlon,Mixed Relay,Summer,1996,Atlanta,Individual,No Medal,5223.972,seconds,4,4,3,0,1,13,32,1952,40,No,Renato Canova,183.3,55.4,-
ATH-03936,Quentin Kim,Male,32,1992-11-23,VEN,Venezuela,Basketball,Women's Basketball,Summer,2024,Paris,Team,Bronze,10.436,points,3,5,1,3,1,2,14,1948,58,No,Marcus O'Sullivan,184.7,99.8,-
ATH-03937,Linda Garcia,Female,32,1992-11-27,RSA,South Africa,Football (Soccer),Women's Football,Summer,2016,Rio de Janeiro,Team,Silver,6.619,goals,3,6,4,1,1,23,90,1904,30,No,Anna Tarkhanova,190.7,84.8,Oldest medalist
ATH-03938,Vasyl Williams,Male,31,1993-11-09,ITA,Italy,Short Track Speed Skating,Mixed Team Relay,Winter,1992,Albertville,Team,Bronze,292.305,seconds,1,7,2,0,5,247,753,1900,4,No,Andrei Chemerkin,168.6,64.8,-
ATH-03939,Monika Karimov,Female,39,1985-04-13,MEX,Mexico,Figure Skating,Ice Dance,Winter,1976,Innsbruck,Individual,No Medal,315.233,points,5,0,0,0,0,14,72,1924,35,World Record,Alberto Salazar,178.1,71.1,-
ATH-03940,Mariam Harris,Female,23,2001-04-18,UZB,Uzbekistan,Weightlifting,109kg,Summer,2016,Rio de Janeiro,Individual,Gold,393.236,kg,3,5,1,0,4,14,40,1996,32,No,Alberto Salazar,193.6,55.6,Comeback after injury
ATH-03941,Ketevan Gantulga,Female,24,2000-03-11,BEL,Belgium,Tennis,Men's Doubles,Summer,1908,London,Individual,No Medal,5.318,sets,5,4,0,3,1,43,158,1900,20,No,Bob Bowman,173.5,90.3,Olympic Debut
ATH-03942,Aysel Navruzov,Female,31,1993-02-23,DEN,Denmark,Tennis,Women's Doubles,Summer,1904,St. Louis,Individual,No Medal,5.134,sets,3,3,2,0,1,66,260,1896,10,No,Tadashi Suzuki,187.6,71.3,Youngest competitor
ATH-03943,Carlos Navruzov,Male,33,1991-01-09,BEL,Belgium,Cycling,Road Race,Summer,1908,London,Individual,Gold,2840.835,seconds,5,3,2,0,1,43,158,1900,20,No,Jon Drummond,187.6,62.1,Comeback after injury
ATH-03944,Walter Kato,Male,25,1999-10-12,DEN,Denmark,Freestyle Skiing,Slopestyle W,Winter,2018,PyeongChang,Individual,Gold,82.011,points,5,2,2,0,0,66,260,1896,10,No,Anna Tarkhanova,170.0,75.4,-
ATH-03945,Rahul Zhao,Male,32,1992-07-18,AUS,Australia,Short Track Speed Skating,1000m W,Winter,1952,Oslo,Team,Silver,113.547,seconds,2,1,0,1,0,170,554,1896,4,No,Franz Stampfl,167.1,53.0,Oldest medalist
ATH-03946,Anna Bolt,Female,40,1984-05-17,COL,Colombia,Swimming,800m Freestyle,Summer,2008,Beijing,Individual,Silver,544.964,seconds,3,3,0,1,2,8,24,1932,48,No,Bao Chünlai,187.3,75.2,Record broken next day
ATH-03947,Rui Kravchenko,Male,23,2001-03-21,IRI,Iran,Bobsled,2-woman W,Winter,1956,Cortina d'Ampezzo,Team,Gold,194.094,seconds,2,5,2,0,3,19,60,1948,34,No,Li Yongbo,199.5,89.7,-
ATH-03948,Mykola Lopez,Male,21,2003-10-27,AUT,Austria,Rowing,Eight M,Summer,1908,London,Team,No Medal,473.098,seconds,1,5,3,2,0,59,196,1896,18,No,Wei Ping,188.9,71.5,Photo-finish silver
ATH-03949,Haile Volkov,Male,27,1997-04-27,CRO,Croatia,Short Track Speed Skating,500m M,Winter,2006,Turin,Team,Silver,88.643,seconds,2,2,1,1,0,12,50,1992,38,No,Yury Zakharevich,170.6,73.5,Photo-finish silver
ATH-03950,Nino Robert,Male,24,2000-01-19,AUS,Australia,Swimming,50m Freestyle,Summer,1912,Stockholm,Individual,Gold,835.184,seconds,5,2,1,1,0,170,554,1896,4,No,Béla Károlyi,182.1,61.1,Withdrew - injury
ATH-03951,Tsend-Ochir Han,Male,29,1995-04-21,ITA,Italy,Swimming,200m Butterfly,Summer,1904,St. Louis,Individual,No Medal,765.754,seconds,2,5,5,0,0,247,753,1900,4,No,Béla Károlyi,189.6,65.1,Youngest competitor
ATH-03952,Cristina Shah,Female,36,1988-01-27,AZE,Azerbaijan,Triathlon,Mixed Relay,Summer,2016,Rio de Janeiro,Individual,No Medal,4941.684,seconds,4,0,0,0,0,7,29,1996,45,No,John Smith,165.2,69.5,Personal Best
ATH-03953,Oleksandr Rossi,Male,27,1997-06-09,TPE,Chinese Taipei,Football (Soccer),Men's Football,Summer,2012,London,Team,No Medal,14.316,goals,1,3,1,0,2,7,25,1956,45,No,Tadashi Suzuki,188.3,71.7,Record broken next day
ATH-03954,Arjun Bondarenko,Male,34,1990-09-23,BEL,Belgium,Swimming,4x100m Freestyle Relay,Summer,1900,Paris,Individual,No Medal,193.257,seconds,1,0,0,0,0,43,158,1900,20,No,Bao Chünlai,167.4,94.7,Season Best
ATH-03955,Claire Clark,Female,29,1995-11-10,KEN,Kenya,Weightlifting,109kg,Summer,2024,Paris,Individual,No Medal,438.319,kg,5,0,0,0,0,38,109,1956,20,No,Hiroshi Hoketsu,186.4,76.0,Equipment issue
ATH-03956,Pierre Kowalski,Male,16,2008-12-12,RSA,South Africa,Freestyle Skiing,Aerials W,Winter,1924,Chamonix,Individual,No Medal,88.682,points,2,5,1,3,1,23,90,1904,30,No,John Smith,177.3,82.6,-
ATH-03957,Brian Bolt,Male,31,1993-12-20,NED,Netherlands,Boxing,Super Heavyweight,Summer,1904,St. Louis,Individual,No Medal,2.074,points,2,0,0,0,0,121,380,1900,7,No,Khristo Hristov,184.4,77.4,Youngest competitor
ATH-03958,Erik Meyer,Male,15,2009-09-22,ESP,Spain,Wrestling,Freestyle 97kg,Summer,1906,Athens,Individual,No Medal,8.859,points,1,8,5,1,2,50,170,1900,18,No,Hiroshi Hoketsu,169.8,58.6,Oldest medalist
ATH-03959,Nizami Orlov,Male,37,1987-02-28,AUT,Austria,Taekwondo,-57kg W,Summer,1906,Athens,Individual,No Medal,1.333,points,3,6,2,2,2,59,196,1896,18,No,Andrei Chemerkin,179.9,91.2,-
ATH-03960,Monika Kamau,Female,16,2008-08-06,BEL,Belgium,Alpine Skiing,Downhill W,Winter,1948,St. Moritz,Individual,Gold,91.316,seconds,2,3,1,2,0,43,158,1900,20,No,Yury Zakharevich,184.3,60.9,Disqualified (false start)
ATH-03961,Flaviu Martirosyan,Male,24,2000-06-26,SWE,Sweden,Basketball,Women's Basketball,Summer,1896,Athens,Team,No Medal,42.174,points,5,3,2,1,0,200,648,1896,4,No,Bao Chünlai,184.3,119.1,Technical violation
ATH-03962,Regzedmaa Moore,Male,21,2003-09-05,NED,Netherlands,Basketball,Men's Basketball,Summer,1920,Antwerp,Team,Silver,10.128,points,3,7,1,1,5,121,380,1900,7,No,Marcus O'Sullivan,205.7,72.6,National Record
ATH-03963,Yuna Orlov,Female,24,2000-03-26,SUI,Switzerland,Diving,10m Synchronized Platform M,Summer,1896,Athens,Individual,No Medal,382.251,points,4,7,7,0,0,70,203,1896,12,No,Franz Stampfl,155.6,57.3,Record broken next day
ATH-03964,Michelle Bekele,Female,27,1997-10-04,DPR,North Korea,Football (Soccer),Women's Football,Summer,1996,Atlanta,Team,No Medal,3.763,goals,1,5,4,1,0,16,54,1964,35,No,Andrei Chemerkin,184.2,81.9,Season Best
ATH-03965,Katarzyna Yang,Female,34,1990-03-10,CUB,Cuba,Luge,Men's Singles,Winter,1972,Sapporo,Team,No Medal,179.67,seconds,4,8,8,0,0,82,226,1900,8,No,Sandor Szabo,175.1,97.0,Season Best
ATH-03966,John Yohannes,Male,17,2007-09-02,ROM,Romania,Athletics,1500m Run,Summer,1996,Atlanta,Individual,No Medal,259.425,seconds,3,3,0,2,1,89,307,1924,8,No,Béla Károlyi,182.3,80.6,Youngest competitor
ATH-03967,Jae-won Weber,Male,38,1986-05-10,IND,India,Tennis,Men's Doubles,Summer,1912,Stockholm,Individual,No Medal,5.477,sets,3,0,0,0,0,10,35,1900,48,No,Virgilijus Alekna,173.6,76.1,Record broken next day
ATH-03968,Magdalena Shah,Female,36,1988-11-04,KOR,South Korea,Speed Skating,Mass Start W,Winter,2006,Turin,Team,No Medal,205.289,seconds,4,5,5,0,0,99,266,1948,5,No,Vladimir Alekna,186.8,63.4,Photo-finish silver
ATH-03969,John Farah,Male,24,2000-06-06,GRE,Greece,Shooting,50m Rifle 3 Positions M,Summer,2016,Rio de Janeiro,Individual,Bronze,179.05,points,3,3,2,0,1,34,116,1896,10,No,Andrei Chemerkin,164.4,91.2,Withdrew - injury
ATH-03970,Sakura Jones,Female,30,1994-02-23,TUR,Turkey,Alpine Skiing,Slalom W,Winter,1960,Squaw Valley,Individual,No Medal,285.974,seconds,1,6,0,4,2,40,99,1908,22,No,Hiroshi Hoketsu,169.6,73.2,Withdrew - injury
ATH-03971,Erik Davaadorj,Male,21,2003-07-24,NED,Netherlands,Shooting,10m Air Pistol M,Summer,2024,Paris,Individual,No Medal,199.575,points,2,5,5,0,0,121,380,1900,7,No,Franz Stampfl,184.1,57.1,-
ATH-03972,Ilham Kwon,Male,31,1993-07-12,JAM,Jamaica,Ski Jumping,Large Hill Individual,Winter,1992,Albertville,Team,No Medal,114.041,metres,1,0,0,0,0,28,94,1948,22,No,Vladimir Alekna,175.6,52.5,Equipment issue
ATH-03973,Mary Alves,Female,24,2000-08-12,SWE,Sweden,Volleyball,Men's Beach Volleyball,Summer,1920,Antwerp,Team,Gold,20.226,points,2,6,4,2,0,200,648,1896,4,No,Wei Ping,209.9,71.3,-
ATH-03974,Rui Martinez,Male,40,1984-10-03,GRE,Greece,Weightlifting,102kg,Summer,1904,St. Louis,Individual,No Medal,170.477,kg,4,0,0,0,0,34,116,1896,10,No,Percy Cerutty,173.5,146.3,Photo-finish silver
ATH-03975,Sunita Wiśniewski,Female,18,2006-03-03,BEL,Belgium,Biathlon,Individual W,Winter,2010,Vancouver,Individual,No Medal,2029.127,seconds,1,4,2,1,1,43,158,1900,20,No,Li Yongbo,174.1,72.0,Photo-finish silver
ATH-03976,Gunther Aliyev,Male,17,2007-04-05,TUR,Turkey,Biathlon,Mass Start W,Winter,2006,Turin,Individual,No Medal,2868.534,seconds,2,1,0,0,1,40,99,1908,22,No,Alberto Salazar,182.7,71.5,Record broken next day
ATH-03977,Mihai Kaminski,Male,18,2006-12-24,JPN,Japan,Volleyball,Men's Beach Volleyball,Summer,1920,Antwerp,Team,No Medal,14.291,points,1,1,0,0,1,170,497,1912,3,No,Lauren Lynde,180.6,101.9,-
ATH-03978,Isabelle Thomas,Female,40,1984-04-03,DEN,Denmark,Canoe/Kayak,Canoe Slalom K-1 W,Summer,1912,Stockholm,Individual,Bronze,389.274,seconds,4,1,0,0,1,66,260,1896,10,No,Andrei Chemerkin,174.2,66.1,-
ATH-03979,Yuki Popescu,Male,16,2008-11-02,AUT,Austria,Football (Soccer),Women's Football,Summer,1920,Antwerp,Team,Silver,14.849,goals,2,3,0,1,2,59,196,1896,18,No,Yury Zakharevich,168.0,81.6,Equipment issue
ATH-03980,Christopher Mammadov,Male,39,1985-08-23,AUT,Austria,Basketball,3x3 Men's,Summer,1912,Stockholm,Team,No Medal,8.502,points,5,2,0,0,2,59,196,1896,18,No,Alberto Salazar,184.8,83.0,Disqualified (false start)
ATH-03981,Dmitri Ferrari,Male,15,2009-10-15,NZL,New Zealand,Skeleton,Men's Skeleton,Winter,1976,Innsbruck,Individual,No Medal,109.091,seconds,5,8,1,4,3,46,116,1908,25,No,Sandor Szabo,174.1,70.3,-
ATH-03982,Lasha Gheorghe,Male,21,2003-02-16,MGL,Mongolia,Triathlon,Mixed Relay,Summer,2000,Sydney,Individual,No Medal,7113.063,seconds,4,5,1,4,0,3,21,1964,52,No,Li Yongbo,176.8,59.4,First from country
ATH-03983,Karen Melnyk,Female,37,1987-11-25,JPN,Japan,Alpine Skiing,Downhill W,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,288.694,seconds,4,6,6,0,0,170,497,1912,3,Olympic Record,Hiroshi Hoketsu,181.9,71.3,Season Best
ATH-03984,Antoine Cherono,Male,16,2008-03-17,MGL,Mongolia,Archery,Individual M,Summer,2004,Athens,Individual,Silver,272.649,points,1,1,0,1,0,3,21,1964,52,No,Virgilijus Alekna,171.3,66.6,Photo-finish silver
ATH-03985,Marco Wang,Male,18,2006-12-22,DEN,Denmark,Archery,Team W,Summer,1996,Atlanta,Team,No Medal,277.707,points,2,2,0,1,1,66,260,1896,10,No,Renato Canova,179.5,74.3,Olympic Debut
ATH-03986,Agnieszka Garcia,Female,16,2008-08-16,COL,Colombia,Luge,Men's Singles,Winter,1948,St. Moritz,Team,No Medal,109.578,seconds,3,7,6,1,0,8,24,1932,48,No,Li Yongbo,165.0,74.9,-
ATH-03987,Sofia Wang,Female,24,2000-06-02,RSA,South Africa,Taekwondo,-58kg M,Summer,2016,Rio de Janeiro,Individual,No Medal,6.92,points,3,8,8,0,0,23,90,1904,30,No,Anna Tarkhanova,189.5,59.2,Weather-affected
ATH-03988,Claire Ito,Female,30,1994-07-14,NOR,Norway,Alpine Skiing,Giant Slalom W,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,104.844,seconds,3,3,0,2,1,148,392,1900,2,No,Yury Zakharevich,167.6,93.5,Withdrew - injury
ATH-03989,Luca Hasanov,Male,18,2006-09-14,GER,Germany,Judo,Half-Heavyweight,Summer,1900,Paris,Individual,Gold,4.068,ippon,3,6,1,2,3,275,854,1896,2,No,Andrei Chemerkin,193.7,75.4,Photo-finish silver
ATH-03990,Anjali Singh,Female,31,1993-12-18,USA,United States,Freestyle Skiing,Ski Cross M,Winter,1932,Lake Placid,Individual,No Medal,58.316,points,3,3,2,0,1,1061,2638,1896,1,No,Hiroshi Hoketsu,165.5,67.6,Photo-finish silver
ATH-03991,Donna Ferreira,Female,17,2007-04-13,URS,Soviet Union,Athletics,5000m Run,Summer,2024,Paris,Individual,No Medal,191.665,seconds,1,2,1,1,0,473,1122,1952,1,World Record,Yury Zakharevich,185.3,60.4,Equipment issue
ATH-03992,Julien Gebremariam,Male,26,1998-11-26,ROM,Romania,Short Track Speed Skating,500m W,Winter,1988,Calgary,Individual,No Medal,297.818,seconds,4,2,0,2,0,89,307,1924,8,No,Wei Ping,183.4,66.2,Disqualified (false start)
ATH-03993,Paul Jung,Male,28,1996-09-20,HUN,Hungary,Gymnastics (Artistic),Horizontal Bar,Summer,1896,Athens,Individual,No Medal,14.857,points,2,7,4,0,3,182,536,1896,5,No,Renato Canova,175.3,46.8,Record broken next day
ATH-03994,Irina Gantulga,Female,21,2003-11-21,ESP,Spain,Canoe/Kayak,Canoe Slalom K-1 M,Summer,2008,Beijing,Individual,No Medal,584.501,seconds,5,0,0,0,0,50,170,1900,18,No,Béla Károlyi,197.0,75.7,Record broken next day
ATH-03995,Yuki Orlov,Male,28,1996-12-02,KEN,Kenya,Alpine Skiing,Combined M,Winter,1972,Sapporo,Individual,No Medal,119.561,seconds,1,5,0,5,0,38,109,1956,20,No,Gennadi Touretski,170.8,70.8,First from country
ATH-03996,Dmitri Schmidt,Male,40,1984-06-16,RSA,South Africa,Speed Skating,1000m M,Winter,1994,Lillehammer,Individual,No Medal,662.845,seconds,3,6,4,2,0,23,90,1904,30,No,Bob Bowman,169.2,88.5,-
ATH-03997,Carol Dinu,Female,34,1990-08-05,KEN,Kenya,Triathlon,Mixed Relay,Summer,2012,London,Individual,Gold,7203.587,seconds,1,2,1,1,0,38,109,1956,20,No,Virgilijus Alekna,172.5,81.8,First from country
ATH-03998,Iryna Mammadov,Female,18,2006-08-08,BUL,Bulgaria,Canoe/Kayak,K-1 200m W,Summer,1896,Athens,Individual,Silver,172.276,seconds,3,8,5,3,0,54,224,1896,15,No,Jon Drummond,168.2,95.4,Disqualified (false start)
ATH-03999,Paul Chikovani,Male,16,2008-09-06,MAS,Malaysia,Gymnastics (Artistic),Team,Summer,2012,London,Individual,No Medal,14.928,points,1,8,5,1,2,0,12,1956,58,No,Virgilijus Alekna,170.6,72.0,-
ATH-04000,Meseret Schmidt,Female,21,2003-04-18,PRK,North Korea,Speed Skating,1000m M,Winter,2002,Salt Lake City,Team,No Medal,141.049,seconds,4,7,4,1,2,16,54,1964,35,No,Percy Cerutty,194.3,91.6,-
ATH-04001,Tatiana Sokolov,Female,29,1995-01-22,SRB,Serbia,Cycling,Individual Time Trial,Summer,2012,London,Individual,No Medal,12105.955,seconds,5,3,3,0,0,10,36,2008,40,No,Anna Tarkhanova,188.7,73.3,Record broken next day
ATH-04002,Julien Fischer,Male,28,1996-03-19,RUS,Russia,Weightlifting,96kg,Summer,2024,Paris,Individual,No Medal,403.824,kg,3,0,0,0,0,194,531,1994,2,No,Valentin Lalev,162.2,111.0,Olympic Debut
ATH-04003,Patricia Esposito,Female,40,1984-08-14,ESP,Spain,Judo,Extra-Lightweight,Summer,1912,Stockholm,Individual,No Medal,1.431,ippon,2,3,0,3,0,50,170,1900,18,No,Andrei Chemerkin,170.2,62.5,Oldest medalist
ATH-04004,Ayana Chikovani,Female,26,1998-07-09,GRE,Greece,Canoe/Kayak,C-1 200m M,Summer,1896,Athens,Individual,No Medal,543.627,seconds,5,2,1,1,0,34,116,1896,10,No,Marcus O'Sullivan,171.1,70.1,Weather-affected
ATH-04005,Kevin Ito,Male,15,2009-11-20,GER,Germany,Ski Jumping,Mixed Team,Winter,1998,Nagano,Individual,No Medal,124.714,metres,1,6,2,1,3,275,854,1896,2,No,Andrei Chemerkin,180.7,59.9,Youngest competitor
ATH-04006,Marta Li,Female,41,1983-04-08,IRI,Iran,Football (Soccer),Women's Football,Summer,2008,Beijing,Team,No Medal,13.04,goals,3,1,0,0,1,19,60,1948,34,Olympic Record,Sandor Szabo,189.3,67.1,Record broken next day
ATH-04007,Agnieszka Kumar,Female,30,1994-06-08,POR,Portugal,Judo,Half-Lightweight,Summer,1920,Antwerp,Individual,No Medal,3.116,ippon,4,1,0,1,0,6,29,1912,50,No,Percy Cerutty,178.4,79.7,National Record
ATH-04008,Katarzyna Kipchoge,Female,40,1984-02-15,THA,Thailand,Figure Skating,Women's Singles,Winter,1956,Cortina d'Ampezzo,Individual,No Medal,243.291,points,2,2,1,0,1,13,35,1952,40,No,Virgilijus Alekna,181.4,61.8,Withdrew - injury
ATH-04009,Min-jun Singh,Male,42,1982-04-20,CUB,Cuba,Judo,Half-Lightweight,Summer,1908,London,Individual,No Medal,1.021,ippon,3,0,0,0,0,82,226,1900,8,No,Wei Ping,164.4,88.2,Technical violation
ATH-04010,Camelia Navruzov,Female,38,1986-05-19,FRA,France,Ice Hockey,Men's Ice Hockey,Winter,1928,St. Moritz,Team,No Medal,10.755,goals,4,0,0,0,0,248,844,1896,3,No,Sandor Szabo,183.6,107.7,Comeback after injury
ATH-04011,Simona Kowalski,Female,25,1999-08-19,HUN,Hungary,Weightlifting,96kg,Summer,1900,Paris,Individual,No Medal,220.676,kg,2,8,1,0,7,182,536,1896,5,No,Renato Canova,162.5,68.0,-
ATH-04012,Alina Gonzalez,Female,39,1985-12-10,FRA,France,Volleyball,Women's Indoor Volleyball,Summer,2000,Sydney,Team,No Medal,26.546,points,4,2,1,1,0,248,844,1896,3,No,Jon Drummond,180.0,93.0,Technical violation
ATH-04013,Karen Gebremariam,Female,33,1991-06-17,AUS,Australia,Bobsled,2-woman W,Winter,1998,Nagano,Team,No Medal,98.757,seconds,4,3,3,0,0,170,554,1896,4,No,Virgilijus Alekna,190.9,119.1,National Record
ATH-04014,Dafne Ivanov,Female,22,2002-10-12,USA,United States,Tennis,Women's Singles,Summer,1896,Athens,Individual,Bronze,1.594,sets,2,1,0,0,1,1061,2638,1896,1,No,Khristo Hristov,193.1,71.4,-
ATH-04015,Zheng Rusu,Male,39,1985-06-10,PRK,North Korea,Ski Jumping,Normal Hill Individual,Winter,2022,Beijing,Team,No Medal,123.295,metres,2,2,2,0,0,16,54,1964,35,No,Lauren Lynde,171.6,69.6,Final Appearance
ATH-04016,Klaus Petrosyan,Male,24,2000-07-17,RSA,South Africa,Shooting,Trap M,Summer,2008,Beijing,Individual,No Medal,175.292,points,5,2,1,0,1,23,90,1904,30,Olympic Record,Wei Ping,171.6,84.5,Comeback after injury
ATH-04017,Lasha Petrosyan,Male,31,1993-11-10,MEX,Mexico,Bobsled,2-man M,Winter,2006,Turin,Team,No Medal,162.45,seconds,5,6,3,1,2,14,72,1924,35,No,Anna Tarkhanova,193.0,80.8,-
ATH-04018,Kevin White,Male,21,2003-06-06,FIN,Finland,Biathlon,Pursuit M,Winter,1992,Albertville,Team,Gold,1933.276,seconds,3,8,1,1,6,161,459,1908,3,No,Virgilijus Alekna,192.8,77.6,-
ATH-04019,Hassan Kowalski,Male,21,2003-11-22,GER,Germany,Archery,Team M,Summer,1906,Athens,Team,No Medal,242.664,points,3,3,2,0,1,275,854,1896,2,No,Sandor Szabo,180.8,74.5,First from country
ATH-04020,Sabina Kipchoge,Female,42,1982-01-08,DPR,North Korea,Judo,Extra-Lightweight,Summer,2016,Rio de Janeiro,Individual,No Medal,9.868,ippon,1,1,1,0,0,16,54,1964,35,No,Vladimir Alekna,185.3,49.3,-
ATH-04021,Hassan Gantulga,Male,15,2009-07-20,SWE,Sweden,Ice Hockey,Men's Ice Hockey,Winter,1948,St. Moritz,Team,No Medal,7.302,goals,3,8,1,1,6,200,648,1896,4,No,Béla Károlyi,189.4,77.6,Disqualified (false start)
ATH-04022,Anna Garcia,Female,31,1993-06-25,AUS,Australia,Athletics,100m Sprint,Summer,1920,Antwerp,Individual,Gold,248.235,seconds,3,6,6,0,0,170,554,1896,4,World Record,Khristo Hristov,204.1,59.3,Comeback after injury
ATH-04023,Nisha Nozadze,Female,41,1983-02-03,GEO,Georgia,Freestyle Skiing,Slopestyle W,Winter,2022,Beijing,Individual,Bronze,87.956,points,2,3,0,2,1,7,30,1996,44,No,Renato Canova,185.0,76.0,-
